"","Player_id","Player","year","team","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury"
"all_info.15113","GateAn00","Gates,Antonio","2012","sdg",16,1,2,"ribs",2,3
"all_info.16113","GoodRi00","Goodman,Richard","2012","sdg",16,9,10,"concussion hamstring",2,16
"all_info.17113","GreeTy20","Green,Tyronne","2012","sdg",16,3,7,"knee ribs hamstring",5,15
"all_info.18113","HardNi55","Hardwick,Nick","2012","sdg",16,0,3,"concussion  abdomen",1,8
"all_info.19113","HarrMi01","Harris,Mike","2012","sdg",16,1,2,"ankle",13,14
"all_info.20113","IngrMe00","Ingram,Melvin","2012","sdg",16,0,2,"knee",9,10
"all_info.21152","JammQu20","Jammer,Quentin","2012","sdg",16,0,3,"hand calf",2,10
"all_info.22129","JohnJa23","Johnson,Jarret","2012","sdg",16,1,2,"back",12,13
"all_info.23116","kaedinat01","Kaeding,Nate","2012","sdg",16,5,5,"groin",4,8
"all_info.24113","LiugCo00","Liuget,Corey","2012","sdg",16,0,2,"knee hamstring",6,9
"all_info.25113","LyncCo99","Lynch,Corey","2012","sdg",16,0,1,"quadriceps",13,13
"all_info.26113","MartVa99","Martin,Vaughn","2012","sdg",16,4,6,"neck groin",7,16
"all_info.27111","MathRy00","Mathews,Ryan","2012","sdg",16,4,8,"collarbone  ankle neck clavicle",1,16
"all_info.28111","MeacRo00","Meachem,Robert","2012","sdg",16,1,2,"hamstring",8,9
"all_info.29111","MolkDa00","Molk,David","2012","sdg",16,4,4,"thumb",13,16
"all_info.30111","MoutJo00","Mouton,Jonas","2012","sdg",16,3,3,"hip",7,9
"all_info.31150","PhilSh20","Phillips,Shaun","2012","sdg",16,0,1,"finger",9,9
"all_info.32125","ReyeKe00","Reyes,Kendall","2012","sdg",16,0,1,"quadriceps",14,14
"all_info.33110","RosaDa00","Rosario,Dante","2012","sdg",16,3,5,"calf hamstring",3,13
"all_info.34103","RoyaEd00","Royal,Eddie","2012","sdg",16,6,11,"groin  shoulder hamstring",1,15
"all_info.35101","ScifMi20","Scifres,Mike","2012","sdg",16,0,3,"ankle",10,12
"all_info.3696","SpikTa00","Spikes,Takeo","2012","sdg",16,0,3,"arm hamstring",8,16
"all_info.3792","StucDa20","Stuckey,Darrell","2012","sdg",16,4,7,"concussion  hamstring",1,16
"all_info.3889","TaylBr02","Taylor,Brandon","2012","sdg",16,1,1,"knee",16,16
"all_info.3982","TrouJo00","Troutman,Johnnie","2012","sdg",16,16,16,"pectoral",1,16
"all_info.4078","VasqLo20","Vasquez,Louis","2012","sdg",16,0,1,"ankle",11,11
"all_info.41125","WeddEr99","Weddle,Eric","2012","sdg",16,0,2,"knee/illness concussion",10,12
"all_info.4282","WellRe20","Wells,Reggie","2012","sdg",16,2,2,"ankle",15,16
"all_info.4355","WillDe22","Williams,Demorrio","2012","sdg",16,2,5,"hamstring abdomen ankle",4,16
"all_info.4450","WindMi00","Windt,Mike","2012","sdg",16,6,6,"wrist",11,16
"all_info.4546","WrigSh00","Wright,Shareece","2012","sdg",16,6,7,"foot ankle shoulder",2,16
"all_info114","AmenDa00","Amendola,Danny","2012","ram",16,5,9,"ankle collarbone foot",5,14
"all_info.1506","BradSa00","Bradford,Sam","2012","ram",16,0,1,"knee",6,6
"all_info.2506","BrocMi00","Brockers,Michael","2012","ram",16,3,4,"ankle",1,4
"all_info.3500","ColeJu00","Cole,Justin","2012","ram",16,0,1,"illness",9,9
"all_info.4283","ConrMa00","Conrath,Matt","2012","ram",16,7,7,"knee",1,8
"all_info.5131","DahlCr99","Dahl,Craig","2012","ram",16,0,2,"concussion knee",14,16
"all_info.6114","DahlHa20","Dahl,Harvey","2012","ram",16,2,2,"bicep",15,16
"all_info.7114","DaniMa00","Daniels,Matt","2012","ram",16,12,12,"hamstring knee",3,16
"all_info.8114","FinnCo20","Finnegan,Cortland","2012","ram",16,0,3,"ankle thigh",14,16
"all_info.9114","FletBr99","Fletcher,Bradley","2012","ram",16,0,1,"illness",15,15
"all_info.10114","GibsBr00","Gibson,Brandon","2012","ram",16,0,2,"knee illness",5,8
"all_info.11153","GiveCh00","Givens,Chris","2012","ram",16,0,2,"illness disciplinary",8,10
"all_info.12130","HaggMa20","Haggan,Mario","2012","ram",16,5,8,"thigh elbow",6,14
"all_info.13117","HayeWi99","Hayes,William","2012","ram",16,0,2,"knee back",5,6
"all_info.14114","HearKe00","Heard,Kellen","2012","ram",16,1,1,"foot",9,9
"all_info.15114","HuntWa20","Hunter,Wayne","2012","ram",16,2,6,"ankle knee back",3,9
"all_info.16114","JackSt00","Jackson,Steven","2012","ram",16,0,9,"groin foot illness foot/illness",3,16
"all_info.17114","JenkJa03","Jenkins,Janoris","2012","ram",16,0,2,"back disciplinary",7,10
"all_info.18114","JohnTr05","Johnson,Trumaine","2012","ram",16,0,1,"hip",7,7
"all_info.19114","KendLa00","Kendricks,Lance","2012","ram",16,0,1,"knee",11,11
"all_info.20114","LangKe98","Langford,Kendall","2012","ram",16,0,1,"shoulder",3,3
"all_info.21153","LaurJa99","Laurinaitis,James","2012","ram",16,0,3,"back",14,16
"all_info.22130","LawsTr99","Laws,Trevor","2012","ram",16,16,16,"knee",1,16
"all_info.23117","McInRo20","McIntosh,Rocky","2012","ram",16,0,0,"",Inf,-Inf
"all_info.24114","McLeRo00","McLeod,Rodney","2012","ram",16,0,1,"calf",11,11
"all_info.25114","McNeMi00","McNeill,Mike","2012","ram",16,2,4,"ankle knee thigh",2,14
"all_info.26114","MikeQu20","Mikell,Quintin","2012","ram",16,0,2,"head",5,6
"all_info.27112","MillBr01","Miller,Brit","2012","ram",16,0,2,"thigh ankle",3,6
"all_info.28112","PettAu00","Pettis,Austin","2012","ram",16,0,2,"toe shoulder",10,16
"all_info.29112","QuinRo00","Quinn,Robert","2012","ram",16,0,2,"concussion illness",12,15
"all_info.30112","RichBa20","Richardson,Barry","2012","ram",16,0,2,"head knee",9,12
"all_info.31151","SaffRo20","Saffold,Rodger","2012","ram",16,6,8,"knee back",3,14
"all_info.32126","ScotDo99","Scott,Darell","2012","ram",16,2,2,"knee",1,2
"all_info.33111","SimsEu99","Sims,Eugene","2012","ram",16,3,6,"concussion knee",5,10
"all_info.34104","StewDa00","Stewart,Darian","2012","ram",16,2,3,"knee",9,11
"all_info.35102","WatkRo00","Watkins,Rokevious","2012","ram",16,15,15,"ankle",2,16
"all_info.3697","WellSc20","Wells,Scott","2012","ram",16,9,16,"foot knee",1,16
"all_info115","AmayJo00","Amaya,Jonathon","2012","mia",16,0,1,"neck",14,14
"all_info.1507","ArmsAn00","Armstrong,Anthony","2012","mia",16,1,2,"hamstring",2,3
"all_info.2507","BessDa00","Bess,Davone","2012","mia",16,3,5,"personal wrist back",10,16
"all_info.3501","BinnAr00","Binns,Armon","2012","mia",16,0,2,"ankle groin",15,16
"all_info.4284","BurnKe20","Burnett,Kevin","2012","mia",16,0,3,"foot ankle",3,6
"all_info.5132","BushRe00","Bush,Reggie","2012","mia",16,0,4,"knee hip",3,6
"all_info.6115","CarpDa44","Carpenter,Dan","2012","mia",16,2,2,"groin",15,16
"all_info.7115","CarrNo00","Carroll,Nolan","2012","mia",16,2,8,"Achilles head knee neck undisclosed",4,16
"all_info.8115","ClayCh00","Clay,Charles","2012","mia",16,2,3,"ribs knee",13,16
"all_info.9115","ClemCh97","Clemons,Chris","2012","mia",16,0,3,"ribs neck/ribs ankle",14,16
"all_info.10115","DansKa20","Dansby,Karlos","2012","mia",16,0,9,"bicep biceps",8,16
"all_info.11154","DevlPa00","Devlin,Pat","2012","mia",16,1,1,"hip",12,12
"all_info.12131","FasaAn00","Fasano,Anthony","2012","mia",16,0,3,"biceps hiip hip",11,13
"all_info.13118","FielBr20","Fields,Brandon","2012","mia",16,0,3,"knee knees",11,14
"all_info.14115","FlueAn99","Fluellen,Andre","2012","mia",16,0,1,"hamstring",4,4
"all_info.15115","FreeJo01","Freeny,Jonathan","2012","mia",16,0,2,"hand thumb",2,3
"all_info.16115","GaffJa00","Gaffney,Jabar","2012","mia",16,1,1,"knee",10,10
"all_info.17115","GrayJo00","Gray,Jonas","2012","mia",16,16,16,"knee",1,16
"all_info.18115","HartBr00","Hartline,Brian","2012","mia",16,0,8,"calf  quadricep groin hamstring knee glute back",1,16
"all_info.19115","HickAr20","Hicks,Artis","2012","mia",16,3,3,"neck",1,3
"all_info.20115","JerrJo20","Jerry,John","2012","mia",16,0,1,"ankle",1,1
"all_info.21154","JoneRe99","Jones,Reshad","2012","mia",16,0,4,"back foot thumb hip",6,16
"all_info.22131","LaneJo00","Lane,Jorvorskie","2012","mia",16,0,3,"knee",9,13
"all_info.23118","LongJa20","Long,Jake","2012","mia",16,4,7,"knee  back triceps",1,16
"all_info.24115","MarsRi20","Marshall,Richard","2012","mia",16,10,12,"back",3,16
"all_info.25115","MastJe20","Mastrud,Jeron","2012","mia",16,2,3,"hamstring",9,15
"all_info.26115","McCrKe00","McCray,Kelcie","2012","mia",16,16,16,"foot",1,16
"all_info.27113","McDaTo20","McDaniel,Tony","2012","mia",16,5,8,"knee",1,10
"all_info.28113","MillLa01","Miller,Lamar","2012","mia",16,0,1,"ankle",3,3
"all_info.29113","MisiKo99","Misi,Koa","2012","mia",16,2,8,"back  foot hamstring calf ankle",1,16
"all_info.30113","MoorMa02","Moore,Marlon","2012","mia",16,2,4,"hamstring neck",3,10
"all_info.31152","MoorMa01","Moore,Matt","2012","mia",16,2,3,"finger calf",4,8
"all_info.32127","OdriJa99","Odrick,Jared","2012","mia",16,0,2,"thumb elbow",3,9
"all_info.33112","PounMi00","Pouncey,Mike","2012","mia",16,0,4,"Achilles knee/ankle ankle",8,11
"all_info.34105","RiveMi00","Rivera,Mike","2012","mia",16,0,1,"groin",4,4
"all_info.35103","SamuJo00","Samuda,Josh","2012","mia",16,0,1,"shoulder",16,16
"all_info.3698","ShelDe00","Shelby,Derrick","2012","mia",16,0,2,"shoulder  groin",1,15
"all_info.3793","SmitSe99","Smith,Sean","2012","mia",16,0,1,"knee",16,16
"all_info.3890","SoliPa99","Soliai,Paul","2012","mia",16,0,4,"ankle undisclosed ankle/elbow",5,10
"all_info.3983","SpitAu99","Spitler,Austin","2012","mia",16,1,6,"groin ankle",4,14
"all_info.4079","StarRa20","Starks,Randy","2012","mia",16,0,2,"groin knee",2,4
"all_info.41126","TannRy00","Tannehill,Ryan","2012","mia",16,0,4,"thumb knee/quadriceps knee",5,9
"all_info.4285","ThomDa03","Thomas,Daniel","2012","mia",16,4,8,"concussion head elbow knee/ankle knee",2,16
"all_info.4356","TrusJa99","Trusnik,Jason","2012","mia",16,0,2,"ankle  forearm",1,8
"all_info.4451","VernOl00","Vernon,Olivier","2012","mia",16,0,2,"ankle knee",6,10
"all_info.4547","WakeCa00","Wake,Cameron","2012","mia",16,0,1,"neck",7,7
"all_info.4640","WilsJi00","Wilson,Jimmy","2012","mia",16,1,6,"back ankle ribs hip",3,15
"all_info116","AlleJa22","Allen,Jared","2012","min",17,0,11,"neck groin shoulder shoulder/back shoulder/illness",4,17
"all_info.1508","AsiaMa00","Asiata,Matt","2012","min",17,0,2,"knee",7,8
"all_info.2508","BlanRo00","Blanton,Robert","2012","min",17,0,4,"hamstring  neck",1,14
"all_info.3502","BrinJa99","Brinkley,Jasper","2012","min",17,0,3,"shoulder",12,14
"all_info.4286","BurtSt00","Burton,Stephen","2012","min",17,0,1,"ankle",11,11
"all_info.5133","CarlJo00","Carlson,John","2012","min",17,2,4,"knee  concussion",1,10
"all_info.6116","ChilGr00","Childs,Greg","2012","min",17,17,17,"knees",1,17
"all_info.7116","CookCh99","Cook,Chris","2012","min",17,6,11,"stinger biceps  arm",1,15
"all_info.8116","ElliRh00","Ellison,Rhett","2012","min",17,0,2,"ankle",2,3
"all_info.9116","EvanFr21","Evans,Fred","2012","min",17,0,2,"knee",8,9
"all_info.10116","FeltJe00","Felton,Jerome","2012","min",17,0,1,"shoulder",10,10
"all_info.11155","GrifEv99","Griffen,Everson","2012","min",17,0,1,"elbow",15,15
"all_info.12132","GuioLe99","Guion,Letroy","2012","min",17,1,7,"knee  ribs foot shin",1,14
"all_info.13119","HarvPe00","Harvin,Percy","2012","min",17,8,10,"hamstring ankle",6,17
"all_info.14116","HendEr99","Henderson,Erin","2012","min",17,2,4,"head concussion elbow",3,9
"all_info.15116","JeffA.00","Jefferson,A.J.","2012","min",17,0,2,"concussion ankle",14,17
"all_info.16116","JenkMi00","Jenkins,Michael","2012","min",17,0,3,"rib foot",4,11
"all_info.17116","JohnCh23","Johnson,Charlie","2012","min",17,0,4,"back toe ankle",5,14
"all_info.18116","JohnGe00","Johnson,George","2012","min",17,1,1,"quadricep",17,17
"all_info.19116","KaliMa00","Kalil,Matt","2012","min",17,0,3,"back knee illness",8,15
"all_info.20116","KluwCh20","Kluwe,Chris","2012","min",17,0,9,"knee groin",9,17
"all_info.21155","LoadPh20","Loadholt,Phil","2012","min",17,0,6,"knee",12,17
"all_info.22132","LoveDe00","Love,Demarcus","2012","min",17,17,17,"pectoral",1,17
"all_info.23119","McKeTy99","McKenzie,Tyrone","2012","min",17,1,2,"shoulder",16,17
"all_info.24116","MitcMa99","Mitchell,Marvin","2012","min",17,4,9,"ankle calf  illness",1,16
"all_info.25116","PeteAd01","Peterson,Adrian","2012","min",17,0,13,"knee  ankle shoulder abdomen abdomen/groin",1,17
"all_info.26116","PondCh00","Ponder,Christian","2012","min",17,1,7,"neck knee elbow",4,17
"all_info.27114","RaymMi00","Raymond,Mistral","2012","min",17,6,8,"ankle",4,15
"all_info.28114","ReedD'00","Reed,D'Aundre","2012","min",17,1,2,"calf",3,4
"all_info.29114","RobiJo01","Robinson,Josh","2012","min",17,0,1,"hip",2,2
"all_info.30114","RobiBr98","Robison,Brian","2012","min",17,1,5,"elbow shoulder",3,17
"all_info.31153","RudoKy00","Rudolph,Kyle","2012","min",17,0,4,"leg shoulder",4,14
"all_info.32128","SanfJa99","Sanford,Jamarca","2012","min",17,0,1,"knee",10,10
"all_info.33113","SchwGe20","Schwartz,Geoff","2012","min",17,1,1,"abdomen",1,1
"all_info.34106","SendAn00","Sendejo,Andrew","2012","min",17,3,6,"ankle calf",1,6
"all_info.35104","SherMa20","Sherels,Marcus","2012","min",17,0,4,"ankle  quadricep quadricep/elbow",1,16
"all_info.3699","SimpJe00","Simpson,Jerome","2012","min",17,1,5,"served back/foot calf",4,10
"all_info.3794","SmitHa00","Smith,Harrison","2012","min",17,0,3,"calf concussion shoulder",8,17
"all_info.3891","SullJo24","Sullivan,John","2012","min",17,0,3,"ankle ribs/knee",2,13
"all_info.3984","WinfAn20","Winfield,Antoine","2012","min",17,0,13,"knee hand",5,17
"all_info.4080","WrigJa02","Wright,Jarius","2012","min",17,3,3,"ankle",1,3
"all_info117","AlleWi20","Allen,Will","2012","nwe",18,18,18,"undisclosed",1,18
"all_info.1509","ArriKy00","Arrington,Kyle","2012","nwe",18,0,3,"head knee",8,14
"all_info.2509","BallJa21","Ballard,Jake","2012","nwe",18,18,18,"knee",1,18
"all_info.3503","BarrJo99","Barrett,Josh","2012","nwe",18,18,18,"undisclosed",1,18
"all_info.4287","BoldBr00","Bolden,Brandon","2012","nwe",18,3,6,"knee served/knee",5,13
"all_info.5134","BracRo99","Brace,Ron","2012","nwe",18,4,8,"back elbow",7,14
"all_info.6117","BradTo00","Brady,Tom","2012","nwe",18,0,4,"shoulder",4,15
"all_info.7117","BranDe00","Branch,Deion","2012","nwe",18,1,1,"hamstring",10,10
"all_info.8117","ChunPa99","Chung,Patrick","2012","nwe",18,4,14,"shoulder  shoulder/hamstring",1,17
"all_info.9117","ColeMa01","Cole,Marquice","2012","nwe",18,1,3,"finger",16,18
"all_info.10117","ConnDa21","Connolly,Dan","2012","nwe",18,2,10,"head back",2,17
"all_info.11156","DeadBr99","Deaderick,Brandon","2012","nwe",18,2,4,"ankle",3,6
"all_info.12133","DempJe00","Demps,Jeff","2012","nwe",18,18,18,"leg",1,18
"all_info.13120","DennAl00","Dennard,Alfonzo","2012","nwe",18,6,8,"hamstring  knee/hamstring",1,17
"all_info.14117","DowlRa00","Dowling,Ras-I","2012","nwe",18,11,11,"quadriceps",8,18
"all_info.15117","EbneNa00","Ebner,Nate","2012","nwe",18,1,2,"hamstring",16,17
"all_info.16117","EdelJu00","Edelman,Julian","2012","nwe",18,9,14,"hand head foot",4,18
"all_info.17117","FellDa00","Fells,Daniel","2012","nwe",18,2,3,"shin",1,3
"all_info.18117","FletDa00","Fletcher,Dane","2012","nwe",18,18,18,"knee",1,18
"all_info.19117","FranJu00","Francis,Justin","2012","nwe",18,3,4,"ankle",3,6
"all_info.20117","GregSt20","Gregory,Steve","2012","nwe",18,4,7,"hip",5,11
"all_info.21156","GronRo00","Gronkowski,Rob","2012","nwe",18,6,14,"hip forearm",4,18
"all_info.22133","HermBr00","Herman,Brad","2012","nwe",18,18,18,"Achilles",1,18
"all_info.23120","HernAa00","Hernandez,Aaron","2012","nwe",18,6,16,"ankle",2,17
"all_info.24117","HighDo01","Hightower,Dont'a","2012","nwe",18,2,13,"hamstring hamstring/shoulder",5,17
"all_info.25117","HoomMi00","Hoomanawanui,Michael","2012","nwe",18,2,3,"concussion",5,7
"all_info.26117","JoneCh03","Jones,Chandler","2012","nwe",18,2,7,"ankle",11,18
"all_info.27115","LarsSp99","Larsen,Spencer","2012","nwe",18,18,18,"undisclosed",1,18
"all_info.28115","LloyBr00","Lloyd,Brandon","2012","nwe",18,0,11,"thigh knee",3,17
"all_info.29115","LoveKy00","Love,Kyle","2012","nwe",18,0,13,"knee",4,18
"all_info.30115","MankLo20","Mankins,Logan","2012","nwe",18,6,15,"hip calf calf/hip ankle ankle/calf",3,17
"all_info.31154","MayoJe99","Mayo,Jerod","2012","nwe",18,0,9,"elbow/illness elbow",8,17
"all_info.32129","McDoNi00","McDonald,Nick","2012","nwe",18,6,18,"shoulder",1,18
"all_info.33114","MoorSt00","Moore,Sterling","2012","nwe",18,0,8,"knee",1,8
"all_info.34107","NinkRo20","Ninkovich,Rob","2012","nwe",18,0,1,"hip",17,17
"all_info.35105","PetrMi20","Petrus,Mitch","2012","nwe",18,2,2,"illness",12,13
"all_info.36100","PryoMy99","Pryor,Myron","2012","nwe",18,18,18,"shoulder",1,18
"all_info.3795","RichJa20","Richard,Jamey","2012","nwe",18,18,18,"concussion",1,18
"all_info.3892","RiveMi00","Rivera,Mike","2012","nwe",18,0,3,"ankle",15,17
"all_info.3985","ScotTr99","Scott,Trevor","2012","nwe",18,2,6,"hamstring knee",8,18
"all_info.4081","ShiaVi00","Shiancoe,Visanthe","2012","nwe",18,8,9,"hamstring",1,9
"all_info.41127","SlatMa00","Slater,Matthew","2012","nwe",18,0,1,"concussion",12,12
"all_info.4288","SoldNa00","Solder,Nate","2012","nwe",18,0,2,"abdomen",15,16
"all_info.4357","SpikBr99","Spikes,Brandon","2012","nwe",18,1,9,"knee knee/ankle",9,17
"all_info.4452","StalDo00","Stallworth,Donte'","2012","nwe",18,5,5,"ankle",14,18
"all_info.4548","TaliAq99","Talib,Aqib","2012","nwe",18,1,6,"served hip thigh",10,18
"all_info.4641","VereSh00","Vereen,Shane","2012","nwe",18,3,6,"foot",1,6
"all_info.4733","VollSe20","Vollmer,Sebastian","2012","nwe",18,1,16,"back back/knee knee",1,16
"all_info.4830","WelkWe00","Welker,Wes","2012","nwe",18,0,12,"ankle",6,17
"all_info.4927","WhitTr20","White,Tracy","2012","nwe",18,5,11,"foot elbow",6,17
"all_info.5019","WilfVi20","Wilfork,Vince","2012","nwe",18,0,1,"illness",8,8
"all_info.5135","WillMa01","Williams,Malcolm","2012","nwe",18,1,1,"thigh",10,10
"all_info.5217","WilsTa00","Wilson,Tavon","2012","nwe",18,0,1,"ankle",10,10
"all_info.5315","WoodDa02","Woodhead,Danny","2012","nwe",18,0,2,"thumb",17,18
"all_info.5413","ZuseMa00","Zusevics,Markus","2012","nwe",18,13,13,"pectoral illness",1,13
"all_info118","AbduIs00","Abdul-Quddus,Isa","2012","nor",16,1,2,"concussion",12,13
"all_info.1600","ArriAd00","Arrington,Adrian","2012","nor",16,2,2,"knee",1,2
"all_info.2600","BanyJo00","Banyard,Joe","2012","nor",16,1,1,"undisclosed",1,1
"all_info.3504","BreeDr00","Brees,Drew","2012","nor",16,0,1,"ankle",3,3
"all_info.4289","BrowCh28","Brown,Charles","2012","nor",16,6,6,"knee",11,16
"all_info.5136","BunkBr20","Bunkley,Brodrick","2012","nor",16,0,1,"illness",5,5
"all_info.6118","CadeTr00","Cadet,Travaris","2012","nor",16,1,2,"shoulder",5,6
"all_info.7118","CasiJo99","Casillas,Jonathan","2012","nor",16,2,4,"knee neck",3,6
"all_info.8118","ChamCh99","Chamberlain,Chris","2012","nor",16,16,16,"knee",1,16
"all_info.9118","CollJe01","Collins,Jed","2012","nor",16,1,3,"toe knee/toe knee",14,16
"all_info.10118","ColsMa00","Colston,Marques","2012","nor",16,0,3,"foot  head/neck",1,11
"all_info.11157","DaviA.00","Davis,A.J.","2012","nor",16,0,1,"ankle",16,16
"all_info.12134","EvanJa21","Evans,Jahri","2012","nor",16,0,1,"toe",6,6
"all_info.13121","GaleJu00","Galette,Junior","2012","nor",16,4,5,"ankle",9,13
"all_info.14118","GrahDa00","Graham,Daniel","2012","nor",16,1,1,"knee",7,7
"all_info.15118","GrahJi00","Graham,Jimmy","2012","nor",16,1,4,"ankle wrist finger/wrist",6,16
"all_info.16118","GreeJa22","Greer,Jabari","2012","nor",16,2,4,"hernia  groin concussion",1,16
"all_info.17118","HarpRo21","Harper,Roman","2012","nor",16,0,3,"wrist hip rib",3,13
"all_info.18118","HawtDa20","Hawthorne,David","2012","nor",16,5,7,"knee  hamstring",1,9
"all_info.19118","HendDe00","Henderson,Devery","2012","nor",16,1,2,"concussion",2,3
"all_info.20118","HickAk00","Hicks,Akiem","2012","nor",16,1,2,"ankle knee",5,16
"all_info.21157","HumbRa00","Humber,Ramon","2012","nor",16,0,1,"illness",11,11
"all_info.22134","IvorCh00","Ivory,Chris","2012","nor",16,4,5,"ankle  hamstring",1,16
"all_info.23121","JenkMa99","Jenkins,Malcolm","2012","nor",16,3,4,"hamstring",5,16
"all_info.24118","JohnMa99","Johnson,Marquis","2012","nor",16,1,1,"undisclosed",1,1
"all_info.25118","JohnTo01","Johnson,Tom","2012","nor",16,1,2,"back",12,13
"all_info.26118","JoneMa03","Jones,Marcel","2012","nor",16,16,16,"knee",1,16
"all_info.27116","LoftCu99","Lofton,Curtis","2012","nor",16,0,1,"ankle",1,1
"all_info.28116","MackEl20","Mack,Elbert","2012","nor",16,1,2,"concussion",11,12
"all_info.29116","McBrTu99","McBride,Turk","2012","nor",16,5,5,"ankle",2,6
"all_info.30116","MoorLa00","Moore,Lance","2012","nor",16,1,3,"hamstring head",5,12
"all_info.31155","MorgJo01","Morgan,Joe","2012","nor",16,1,3,"knee chest",5,8
"all_info.32130","PatrJo00","Patrick,Johnny","2012","nor",16,1,4,"knee  illness",1,13
"all_info.33115","RobiPa99","Robinson,Patrick","2012","nor",16,0,1,"groin",15,15
"all_info.34108","RobyCo00","Roby,Courtney","2012","nor",16,3,5,"shoulder shoulder/ankle hamstring",8,13
"all_info.35106","RomeGr00","Romeus,Greg","2012","nor",16,5,5,"knee",12,16
"all_info.36101","ShanSc20","Shanle,Scott","2012","nor",16,0,2,"knee illness",2,6
"all_info.3796","SmitWi99","Smith,Will","2012","nor",16,0,1,"served",10,10
"all_info.3893","SproDa00","Sproles,Darren","2012","nor",16,3,5,"illness hamstring hand",7,11
"all_info.3986","StriZa20","Strief,Zach","2012","nor",16,4,7,"groin ankle",9,15
"all_info.4082","ThomDa02","Thomas,David","2012","nor",16,1,2,"knee",12,13
"all_info.41128","ThomPi00","Thomas,Pierre","2012","nor",16,1,2,"knee",15,16
"all_info.4290","TillAn01","Tiller,Andrew","2012","nor",16,16,16,"triceps",1,16
"all_info.4358","ToonNi00","Toon,Nick","2012","nor",16,16,16,"foot",1,16
"all_info.4453","TupoFe20","Tupou,Fenuki","2012","nor",16,16,16,"triceps",1,16
"all_info.4549","VilmJo99","Vilma,Jonathan","2012","nor",16,5,6,"knee disciplinary",1,6
"all_info.4642","WhitCo01","White,Corey","2012","nor",16,6,7,"leg knee",10,16
"all_info.4734","WilsMa01","Wilson,Martez","2012","nor",16,0,1,"toe",13,13
"all_info.4831","WinnSc00","Winnewisser,Scott","2012","nor",16,5,5,"undisclosed",12,16
"all_info119","AmukPr00","Amukamara,Prince","2012","nyg",16,3,6,"ankle  hamstring",1,16
"all_info.1601","AustMa00","Austin,Marvin","2012","nyg",16,2,4,"back  knee",1,15
"all_info.2601","BaasDa20","Baas,David","2012","nyg",16,0,11,"hip hand ankle ankle/elbow shoulder hip/shoulder",2,16
"all_info.3505","BardRa00","Barden,Ramses","2012","nyg",16,1,2,"concussion",5,6
"all_info.4291","BeatWi20","Beatty,Will","2012","nyg",16,0,1,"back",1,1
"all_info.5137","BeckTr00","Beckum,Travis","2012","nyg",16,11,12,"knee",1,16
"all_info.6119","BennMa00","Bennett,Martellus","2012","nyg",16,0,1,"knee",6,6
"all_info.7119","BernRo20","Bernard,Rocky","2012","nyg",16,4,5,"quadricep quadriceps",5,9
"all_info.8119","BlacCh21","Blackburn,Chase","2012","nyg",16,1,4,"hip hamstring ankle",6,13
"all_info.9119","BoleMi20","Boley,Michael","2012","nyg",16,0,6,"hamstring  hip shoulder back",1,14
"all_info.10119","BradAh00","Bradshaw,Ahmad","2012","nyg",16,2,13,"hand  neck foot knee knee/foot",1,16
"all_info.11158","BrewJa00","Brewer,James","2012","nyg",16,2,3,"back",1,3
"all_info.12135","BrowAn03","Brown,Andre","2012","nyg",16,6,10,"head concussion shoulder fibula",5,16
"all_info.13122","CantCh21","Canty,Chris","2012","nyg",16,7,8,"knee  groin",1,16
"all_info.14119","CoexMi99","Coe,Michael","2012","nyg",16,4,6,"hamstring",2,11
"all_info.15119","CruzVi00","Cruz,Victor","2012","nyg",16,0,1,"calf",9,9
"all_info.16119","DiehDa21","Diehl,David","2012","nyg",16,3,5,"knee shoulder",3,12
"all_info.17119","HillWi01","Hill,Will","2012","nyg",16,0,1,"served",10,10
"all_info.18119","HixoDo00","Hixon,Domenik","2012","nyg",16,3,6,"head concussion ankle",3,13
"all_info.19119","HoslJa00","Hosley,Jayron","2012","nyg",16,4,6,"foot  hamstring shoulder quadricep",1,16
"all_info.20119","JohnBr97","Johnson,Bruce","2012","nyg",16,16,16,"shoulder",1,16
"all_info.21158","JoseLi99","Joseph,Linval","2012","nyg",16,0,1,"knee",11,11
"all_info.22135","KiwaMa20","Kiwanuka,Mathias","2012","nyg",16,0,1,"groin",1,1
"all_info.23122","KuhnMa00","Kuhn,Markus","2012","nyg",16,6,6,"knee",11,16
"all_info.24119","LockSe20","Locklear,Sean","2012","nyg",16,4,4,"knee",13,16
"all_info.25119","MoslBr00","Mosley,Brandon","2012","nyg",16,16,16,"ankle",1,16
"all_info.26119","NickHa01","Nicks,Hakeem","2012","nyg",16,3,14,"foot foot/knee knee/foot knee",1,16
"all_info.27117","OjomAd00","Ojomo,Adewale","2012","nyg",16,3,3,"hamstring",2,4
"all_info.28117","ParkMa00","Parker,Martin","2012","nyg",16,15,15,"neck",2,16
"all_info.29117","PascBe00","Pascoe,Bear","2012","nyg",16,1,3,"ankle",8,10
"all_info.30117","PhilKe99","Phillips,Kenny","2012","nyg",16,9,12,"knee",5,16
"all_info.31156","PierJa99","Pierre-Paul,Jason","2012","nyg",16,0,3,"back",12,14
"all_info.32131","RandRu00","Randle,Rueben","2012","nyg",16,0,1,"back",15,15
"all_info.33116","RiveKe99","Rivers,Keith","2012","nyg",16,5,8,"hamstring calf knee",2,11
